description,direccion,fot,irregular,medidas,esquina,barrio,frentes,pileta,urb_cerrada,posesion,urb_semicerrada,preventa,indiviso,a_demoler,es_multioferta,es_monetizable,loteo_ph
"Terreno en PH sobre Avenida Arana entre calle 139 y 141. Zona residencial de Arturo segui. Sobre asfalto. Con servicios de electricidad, agua, gas (en vereda de enfrente). Dimensiones de 20 de frente x 45 de fondo. Zonificacion UR 8. Fos 0.4 Fot 0.8 Atura permitida 3 niveles. Demsidad por habitante 60 oersonas x hectarea. Arbolado. Muy buen entorno. Permuta por departamento en La Plata. Servicios: Gas Características: Alambrado perimetral Responsable Matriculado Andrés Ariel Brandoni Matricula 6865 Folio 8 Tomo Xlll CMCPDJLP (Ley 10.973). Las medidas y superficies asignadas en la presente, son aproximadas al solo efecto orientativo. Las medidas definitivas surgiran del titulo de propiedad respectivo.",Avenida Arana entre calle 139 y 141,Fot 0.8,,20 x 45,,,,,,,,,,,,True,True
"Calle 141 y 515. El barrio “San Patricio 2” se desarrolla, más precisamente entre las calles 515 a 517 y 141 a 142. Es un barrio de amplios y cómodos lotes en PH, rodeados de mucho verde. Tiene un rápido acceso a la ciudad por avenida 520, lo que permite estar en 15 minutos en el centro platense. Este desarrollo cuenta con 40 lotes de diferentes medidas que van desde los 200 m² a los 1000 m². Lotes de 12 x 40 480 m2 U$S 48.000 Lotes de 12 x 41 492 m2 U$S49.200 Lotes de 12 x 52 624 m2 U$S 62.400 Lotes de 12 x 55 660 m2 U$S 66.000 Servicios: luz, agua y gas. Consulte por financiación en pesos y en dólares.",calles 515 a 517 y 141 a 142,,,12 x 40;12 x 55;12 x 52;12 x 41,,,,,,,,,,,True,,True
"OPORTUNIDAD LOTE EN REVENTA Barrio Don Carlos Lote ubicado en calle 138 Bis entre 506 y 507 J. Hernández Medida: 10 mts de frente por 21.89 mts de fondo Información del emprendimiento: Barrio ""Altos de Don Carlos II""Ubicación: de 501 a 507 y de 138 a 140 Jose Hernández, La Plata. Lotes de diferentes medidas en PH y Geodesia. Medidas : 10 x 21 10 x 27 10 x 32 12 x 30 14 x 30 15 x 28 15 x 32 15 x 40 15 x 55 24 x 30 24 x 45 y muchos mas. Este Nuevo loteo esta compuesto por lotes de 220 a 1800 mts2. en una excelente ubicación. Cerca de las avenidas principales de La Plata Avs.25, 31 y 520 , como también a cuadras de Camino Belgrano y Republica de los niños. Zona de colegios como Raices de Gonnet Crisol Cennit (Del Sol) Covenant . Servicios: Asfalto, cordón cuneta, luz, agua, (gas en Don Carlos I). Seguridad !Posesión Inmediata Financiación a medida",calle 138 Bis entre 506 y 507 J. Hernández,,,12 x 30;15 x 28;15 x 32;15 x 40;24 x 30;10 x 32;10 x 21;24 x 45;15 x 55;14 x 30;10 x 27,,Barrio Don Carlos Lote,,,,,,,,,True,,True
Calle 6 e/ 488 y 489. Lote PH de 443 m2. Todo cercado. Excelente entorno. Calles con mejorado. Alumbrado público. Escriturado. Documentación perfecta.,Calle 6 e/ 488 y 489,,,,,,,,,,,,,,,True,True
"Lote de 244 mt2 en Barrio Privado Santa Elena (en PH), desarrollado en 1.2 hectáreas. A solo 10 minutos del centro de la ciudad de La Plata. Acceso principal por asfalto por calle 609 y 5 bis. Portón de ingreso vehicular. El emprendimiento está compuesto por 35 lotes unifamiliares y 10 locales comerciales. Plano Municipal y de Propiedad Horizontal probados. Servicios: Luz Agua. La obra del servicio de gas será abonada por los compradores de las unidades y el comienzo de obra dependerá de la empresa prestadora. Escrituración y posesión inmediatas. ",calle 609 y 5 bis,,,,,Barrio Privado Santa Elena,,,True,,,,,,,,True
"Medidas: 20 x 54 Total mts2: 1080 SERVICIOS Agua: Si Gas: Si Luz: Si Cloacas: No Listo para escriturar Ubicacion: Zona Altos del Golf, entre calles Fidanza y Holmberg",,,,20 x 54,,,,,,,,,,,,,
"Lotes en berisso, a 10 minutos del caso urbano. Oportunidad de tener su primer lote. Fácil acceso, están ubicados a 200 metros de ruta 11 y de zona comercial; y a 3 cuadras de una escuela. Medidas de los lotes: 260, 325 y 390 mts2, frente de 9 mts. Son aptos PROCREAR y aptos crédito bancario. Están subdivididos por ph y tienen Escritura Definitiva. La zona cuenta con todos los servicios, electricidad, gas, agua, internet, cable. Calle de tierra. Posibilidad de financiación mediante oferta Desde 12.000 Usd, libre de todo gasto.",,,,,,,,,,,,,,,,,True
"En excelente ubicación del barrio Chauvin, cercano a la zona de Tribunales, la Av. Colón y la Plaza Mitre, se encuentra este clásico Chalet de 194 m2 cubiertos, sobre lote de 210 m2. Ideal para desarrollo de propiedad horizontal, se encuentra emplazado sobre distrito C2, zona destinada a la localización de usos urbanos centrales de índole administrativa, comercial, financiera, institucional y afines, compatibles con uso residencial de densidad media/alta. Dado los indicadores propios del Distrito, premios e incentivos vigentes, se podrían construir hasta 892 m2 aproximadamente en planta baja más ocho pisos superiores.",,,,,,barrio Chauvin,,,,,,,,True,,,
"CONCEPTO GREENVILLE Greenville Polo & Resort es un nuevo concepto en proyectos de usos mixtos. Combina perfectamente el paisaje con los deportes al aire libre como el polo y un estilo de vida con servicios de hotelería de primer nivel. Ubicado en el Gran Buenos Aires, a 20 minutos de la Capital Federal por la autopista Buenos Aires – La Plata. Greenville Polo & Resort cuenta con 130 hectáreas rodeadas de arboleda y un lago que fueron parte de la famosa Estancia Abril de estilo francés. Quien elige vivir en Greenville no solo elige la vida de barrio privado sino las comodidades y servicios de hotel. DESARROLLOS: Sheraton Greenville Polo & Resort Buenos Aires: Sus suites, salas de reuniones y espacios comunes serán sinónimo de elegancia, requeridos tanto por sus huéspedes como residentes. Villes: Acceso a amenities del resort. Experiencia Sheraton y servicios Greenville. Condominios: Conectado al hotel con excelentes vistas al waterpark del hotel y canchas de polo. Los condominios son residencias subdivididas en propiedad horizontal. Cada uno, propietario de su unidad, podrá acceder a toda la infraestructura y servicios del hotel. Experiencia Sheraton y servicios Greenville Terrazas al Polo: Con la magia de un estilo moderno e imponente frente al polo, Terrazas al Polo nos hará vivir la comodidad y las vistas extraordinarias del complejo con sus 3 edificios de 5 y 6 niveles. Sus 67 aterrazados de 2 y 3 dormitorios en suite con superficies de 124 a 258 mts2 y continuando con la misma línea constructiva que los Condominios. Los mismos cuentan con balcones con parrilla individual, piscina, SUM y vistas a la Cancha 1 de Polo. Servicios Greenville y cocheras cubiertas. Downtown Greenville: Incluye 1100 m2 de locales de compras para lujos superiores, restaurantes, más las unidades profesionales o corporativas diseñadas a los que quieren gozar o trabajar dentro de todas las ventajas de Greenville Polo & Resort. Oficinas de 65 m2 con pisos técnicos, cielorraso suspendido y termopanel de vidrio con filtro solar. Experiencia Sheraton y Servicios Greenville. Estacionamiento. Lago: Canchas de Polo: Área deportiva: Sendero ecuestre: Establos: Spring by Greenville:. Mat.",,,,,,,,,True,,,,,,,True,
Lote con propiedad a demoler 505 metros frente 11.64 m x 43.39 metros Ideal propiedad horizontal apto 10 pisos .,,,,11.64 x 43.39,,,,,,,,,,True,,,
"En la localidad de Tandil sobre calle Entre Ríos al 300, nos encontramos con estos excelentes y amplios lotes a la venta. Los mismos cuentan con una superficie total aproximada de 2.370 m2 con servicios de luz, agua corriente y gas. UNIDADES DISPONIBLES: Parcela 4: 2.398 m2 (32.45 m de frente x 73.63 m de fondo) Parcela 5: 2.379 m2 (32.45 de frente x 73.63 m de fondo, menos ochava) Parcela 6: 2.368 m2 (32.45 m de frente x 73 m de fondo, menos ochava) Parcela 7: 2.368 m2 (32.45 m de frente x 73 m de fondo) EL VALOR DE CADA PARCELA ES DE U$D85.000 INDICADORES URBANISTICOS: ZONA: BARRIOS EN PROCESO DE CONSOLIDACIÓN FOS: 6.6 FOT: 0.8 DN: 280 ALT: 7.5 LADO MINIMO: 15M SUP. MINIMA: 375M2 USO: VIVIENDA MULTIFAMILAR AUTIRIZABLE (SUBDIVISILBLE EN PH) Posibilidad de subdividir en propiedad plena y propiedad horizontal. También se venden dos o más parcelas en Block. ",calle Entre Ríos al 300,FOT: 0.8,,32.45 x 73;32.45 x 73.63;32.45 x 73.63,True,,,,,,,,,,True,,True
"Excelente lote interno de 1006 m2 parquizado con sistema de riego, gramma bahiana y una gran arboleda desarrollada. San Francisco Club de Campo se encuentra ubicado a la altura del km 59 de Panamericana Ramal Pilar. Cuenta con una superficie total de 68.7 hectáreas, con 316 lotes con una superficie promedio por lote de 1.100 m2, 25 hectáreas de zonas verdes, un lago y una importante infraestructura social y deportiva brindando un entorno muy familiar. Cuenta con un importante club house, 3 canchas de tenis de polvo de ladrillo, 1 cancha de fútbol 11, 2 canchas de fútbol 7, 1 cancha de hockey, 2 piletas de natación, gimnasio totalmente equipado, quincho con parrilla, plaza de juegos para niños. Servicios: Electricidad Gas Teléfono Internet Recolección de residuos Seguridad perimetral electrónica las 24 horas El club cuenta con una añosa arboleda en un entorno natural propio de la zona. ",,,,,,,,,True,,,,,,,True,
"Disponemos a la venta amplios lotes en un entorno de mucha tranquilidad y naturaleza, a tan solo 15 minutos del centro de la ciudad, ubicado en una zona de constante crecimiento en los últimos años, de fácil acceso desde la ruta nacional N° 226 o ruta N° 30 por un camino entoscado en buenas condiciones. Los mismos son de 4214 mts 2, los cuales se podrán subdividir en 2 a futuro a través del régimen de propiedad horizontal, según el plan de desarrollo territorial de Tandil al día de la fecha. No dudes en consultarnos!!",,,,,,,,,,,,,,,,,
"Ubicado en barrio San José, a metros de Av. Independencia, se encuentra esta importante propiedad para uso comercial o para desarrollo de propiedad horizontal. Actualmente funciona como fábrica y local central de reconocida Marca de indumentaria y zapatería, por lo que su estructura resulta ideal para locales comerciales de amplias superficies como concecionarias, o para grandes empresas. Con 24 mts totales de frente y 43.25 mts de fondo, esta propiedad cuenta con 1.038 m2 de terreno y 1.052 m2 cubiertos. Emplazado sobre distrito urbano R2 con frente de VC1, cuenta además con la factibilidad de desarrollar aproximadamente 3.700 m2 en hasta ocho plantas, pudiéndose realizar local comercial en planta baja y edificio de viviendas sobre éste.",,,,,,barrio San José,,,,,,,,True,,,
Lote en esquina en VENTA. En Loteo ubicado a metros del ya consolidado barrio Altos de Don Carlos. Zona en crecimiento. Medidas 20 metros por 32.50 metros. Los 20 metros se encuentran sobre calle 138 (descontar la ochava) y los 32.50 (descontar la ochava) sobre la calle 510. Con una superficie total de 641 metros cuadrados. Cuenta con servicios de agua y luz. Acceso con calle de asfalto y luminaria publica. Escritura inmediata. Posibilidad de dividir en 2 lotes en ph.,,,,20 x 32.50,True,barrio Altos de Don Carlos,,,,,,,,,,,
"Lotes Propios ( No es ph, ni parte indivisa) Medidas 12 x 27 y 12 x 33 Urbanizacion con 29 parcelas Asfalto, luz, gas y agua corriente Obras Finalizadas Ultimos 4 lotes disponibles Desde U$S 14.000 a U$S 19.000 segun tamaño y ubicacion Financiacion: 30 % al boleto y el saldo hasta 48 cuotas de U$S 200 cada una. ",,,,12 x 27;12 x 33,,,,,,,,,,,True,,
"Hotel a reciclar ubicado en España 654, entre las calles Ayacucho e Ituzaingó, en el barrio de ""La Perla"". La propiedad está distribuida en dos plantas y posee 24 habitaciones con baño privado; hall de recepción; amplia cocina; gran comedor y patio descubierto.Ideal para complejo estudiantil o construcción de PH. Se toman propiedades en parte de pago. Seguinos en nuestras redes sociales y enterate de todos los nuevos ingresos, nos podés encontrar como @msestudioinmobiliario ","654, entre las calles Ayacucho e Ituzaingó",,,,,,,,,,,,,,,True,
"Ideal construcción de PH, ya que la densidad es 300 hab/Ha y el ancho del terreno permite construir dejando un paso generoso de circulación al costado.",,,,,,,,,,,,,,,,,
"LOTE PROPIO DE 15.55 x 18.55. 280 M2 TOTALES APROXIMADAMENTE. 190 M2 CUBIERTOS APROXIMADAMENTE. FOT 2.5. 628 M2 A CONSTRUIR. FOS 0.60 FOT 2.50 DENSIDAD 1000 HAB/HECT O 0.1HAB/,2 EL FOS 145 M2 Planta baja libre para estacionamiento. Y 4 niveles, cada nivel uno de 2 dormitorios y otro de 1 dormitorio. HOY LOCAL A LA CALLE TODO EN ESQUINA + PH 3 AMBIENTES AL FRENTE CON ENTRADA INDEPENDIENTE Y EN PLANTA BAJA. TODO A NUEVO. 2 PATIOS CON PARRILLAS. TODO SOL. GRAN LIVING. BAñO COMPLETO. 2 PLACARDS. ESQUINA 2 DE MAYO (A 1 CUADRA DE AV. 25 DE MAYO A 5 DE AV. HIPOLITO YRIGOYEN A 7 DE ESTACION LANUS) LANUS OESTE FichaBrick=1029793 ",,FOT 2.50,,15.55 x 18.55,True,,,,,,,,,,,True,
"VENTA DE CASA O PH EN RAMOS MEJÍA IDEAL INVERSIÓN, OPORTUNIDAD EN LA ZONA ANTICIPO DE 199.000 USD Y CUOTAS A FINANCIAR VALOR DE CONTADO 200.000 USD EXCLUSIVA VENTA O PERMUTA TOMA METROS CONSULTAR Excelente chalet a la venta Ideal Constructor o primera vivienda. Ubicado en la localidad de Ramos Mejía, sobre la calle Oncativo al 400 entre las calles Necochea y Pringles. A pocos metros de la Av. de Mayo, del centro comercial y de los distintos medios de transporte que conectan a Ramos Mejía con las diferentes ciudades cercanas de la Provincia y C.A.B.A. Toma propiedad en parte de Pago. Descripción del inmueble: El lote cuenta con las siguientes Medidas: 8.66 mts. de frente x 41.60 mts. de fondo. Superficie Total: 370.26 m2. Orientación Noroeste Ubicación de la propiedad: A mts. de Av. de Mayo A mts. de Avenida San Martín. A mts. de la calle Humbolt. A mts. de la Plaza Bomberitos. A mts. del Centro de Ramos Mejía. (Las medidas, superficies, y demás información son meramente enunciativas. Los datos definitivos van a surgir del título de propiedad del inmueble).",calle Oncativo al 400 entre las calles Necochea y Pringles,,,,,,,,,,,,,,,,
"Propiedad en venta en calle Funes y Av, Colon. La misma cuenta con dos PH El primero al frente cuenta con living comedor, dormitorio, baño completo, cocina comedor, lavadero separado y patio. El segundo ph consta de 3 ambientes. Living comedor, cocina 2 baños, 2 dormitorios uno de ellos con vestidor, patio y garage. Las unidades se venden en conjunto. Ideal desarrollo inmobiliario.",calle Funes y Av,,,,,,,,,,,,,True,,,
LOTE CON LOCAL Y PHS 141 m2 de lote 127 m2 construidos A reciclar Z/C3 Esquina Ideal desarrollo comercial o de PH Escuchan propuestas U$S 59.000. Oportunidad de inversión Barrio San José/Macrocentro 43 metros sobre calle Guido,,,,,True,Barrio San José,,,,,,,,True,,,
VENTA EN BLOCK EDIFICIO SIN SUBDIVISION SOBRE LOTE PROPIO DE 8.66 x 26 METROS. HOY 6 UNIDADES Y TERRAZA. SIN EXPENSAS. TECHO INTEGRAMENTE DE LOSA (POSIBILIDAD DE TERRAZA) EN PLANTA BAJA: PH (UNIDAD 1) 2 AMBIENTES SOBRE CALLE ALDECOA. FRENTE. ENTRADA INDEPENDIENTE. COCHERA CUBIERTA. PATIO SEMICUBIERTO. BAñO COMPLETO. COCINA INTEGRADA. PH (UNIDAD 2) 3 AMBIENTES SOBRE CALLE ALDECOA. TODO AL FRENTE. ENTRADA INDEPENDIENTE. PATIO CON PARRILLA Y LAVADERO. BAñO CON DUCHA. COCINA INTEGRADA. PH (UNIDAD 3) 3 AMBIENTES SOBRE CALLE FIORITO. FRENTE. AMPLIO LIVING. BAñO COMPLETO. COCINA INTEGRADA. LAVADERO EN PATIO. EN 1 PISO POR ESCALERA: PH (UNIDAD 4) 4 AMBIENTES. FRENTE EN ESQUINA. AMPLIO LIVING. BAñO COMPLETO. COCINA INTEGRADA. PH (UNIDAD 5) 2 AMBIENTES. FRENTE. BAñO COMPLETO. COCINA INTEGRADA. PH (UNIDAD 6) 3 AMBIENTES. FRENTE. POSIBILIDAD DE BALCON INTERNO. BAñO COMPLETO. COCINA INTEGRADA. ESQUINA ALDECOA (A 1 CUADRA DE AV. BERNARDINO RIVADAVIA A 5 DE AV. HIPOLITO YRIGOYEN) AVELLANEDA FichaBrick=1028803 ,AV. BERNARDINO RIVADAVIA A 5,,,8.66 x 26,True,,,,,,,,,,,True,
"El Equipo Remax Sierras Vende Lote (parcela 8a) en la zona norte de la ciudad, ubicado sobre calle Primera Junta casi Magallanes. Se encuentra a 1 cuadra de la Ruta Nacional 226 y a 10 minutos del centro de la ciudad. Cuenta con una superficie de 347.4 m2, con medidas de 12 metros de frente y 28.95 metros de fondo. APTO SUBDIVISIÓN EN PH. También disponemos de otros lotes de mayores medidas. Servicios Disponibles: electricidad, agua y cloacas. El lote presenta un retiro obligatorio de 6 metros sobre calle Primera Junta. El barrio se encuentra en desarrollo, con potencial residencial y comercial. Según el Plan de Desarrollo Territorial de Tandil cuenta con los siguientes indicadores: Zona: Barrio Usos Mixtos FOS: 0.6 FOT: 0.8 Densidad: 200 hab/ha Altura Construcción: 7.5 metros USOS: Vivienda Unifamiliar, Vivienda Multifamiliar, comercios minoristas y mayoristas, servicios generales y oficinas, taller doméstico, taller automotor, depósitos. ",,FOT: 0.8,,12 x 28.95,,Barrio Usos Mixtos FOS,,,,,,,,,,,True
Lote en Barrio Abierto sobre asfalto. Urbanización planificada. Escritura individual por lote (no es PH) Indicadores urbanísticos. Zona residencial. Consulte financiación hasta en 24 cuotas!! DPN36246 LA4600463,,,,,,Barrio Abierto sobre asfalto,,,,,,,,,,,
"Lote de 946 m2 en esquina calle 501 y 132. 29 metros de frente por 32 metros de fondo aproximados. Altos de Sol. Muy fácil acceso a la cuidada de La Plata. Frente al desarrollo urbanístico La Cantera. Cercano a colegios, clubes y comercios. Zona en constante crecimiento frente al barrio Don Carlos, Posibilidad de dividir en PH en dos lotes. Actualmente se están construyendo dos viviendas. El gas pasa por 501 y 132.",calle 501 y 132,,,29 x 32,True,barrio Don Carlos,,,,,,,,,,,True
FRENTE AL HIGHLAND PARK Excelente zona (Partido de Pilar). Apto para hacer PH Superficie de lote 3820 m2 . Medidas: 39.50 m de frente al SudOeste 87 m de frente al NorOeste 4.24 m en la ochava a Oeste 42.50 m al Noreste 90 m al Sureste. POSIBILIDAD DE CONSTRUIR 3.820 m2 ,,,,,True,,,,,,,,,,,,
"Venta de terrenos en el corazón de Gonnet, extraordinaria ubicación barrio consolidado muy buenos accesos por camino General Belgrano o Avenida 25. Una nueva forma de vivir que nos ofrece Gonnet, para el desarrollo de nuestros hijos por la proximidad con los clubes más importantes de la ciudad y el pulmón verde que es nuestra querida República de los Niños, para paseos recreativos, running y camitas deportivas. Loteo que abarca 6 manzanas con superficies que oscilan entre los 600 m2 y los 960 m2 subdividido por geodesia (no es PH) y contaría con todos los servicios. Lote en esquina 20 x 30.",,,,20 x 30,True,,,,,,,,,,,,
"El lote se encuentra a una cuadra del asfalto, rapido acceso a la autopista y al centro de Villa Elisa. Las medidas aproximadas son de 22 x 43. Ideal para emprendimiento, salen 4 casas por PH (el propietario tiene un proyecto de esas características realizado) ",,,,22 x 43,,,,,,,,,,,,,True
"VENTA LOTE DIVISIBLE PH GARDEY TANDIL Amplio Lote ubicado sobre calle 3, entre 10 y 8. Cuenta con una superficie de 750 m2, con medidas de 15 metros de frente y 50 metros de fondo. APTO SUBDIVISIÓN EN PH. Servicios Disponibles: electricidad. El barrio se encuentra en desarrollo, con potencial residencial. Es el lote que estabas buscando!!! ¡¡MUDATE A LA VIDA QUE SOÑAS!!","calle 3, entre 10 y 8",,,15 x 50,,,,,,,,,,,,,True
IDEAL INVERSORES LOTE PARA PH O GALPON Venta Lote o Casa a Refaccionar. Lote de 8.33 m de frente x 35 m fondo Superficie: 292 m2 CALCULO DE SUP. VENDIBLE: . Planta baja: FOS 0.60 . 1° al 3° Piso . Balcones ,,,,8.33 x 35,,,,,,,,,,True,,,
"OPORTUNIDAD UNICA de Terreno de 2200 m2 en la zona, 40 mts de frente x 55 mts de fondo con casa a demoler (160 m2), ideal emprendimiento inmobiliario, PHs. Posibilidad de subdividir en 4 terrenos de 10 mts de frente por 55 mts de fondo (según informado por municipalidad de San Miguel) o con calle interna. Ideal corralón, deposito, supermercado, locales comerciales, etc. Sobre asfalto, a 5 cuadras de av Balbin (ex ruta 202), agua corriente, electricidad, gas natural. IMPUESTOS PROVINCIALES, MUNICIPALES Y SERVICIOS PUBLICOS AL DIA. SIN DEUDAS. Se aceptan permutas por departamento en Capital federal",,,,10 x 55,,,,,,,,,,True,,,
"LOTE DOBLE FRENTE en Ramos Mejía. Excelente Terreno de 17 mts. de Frente x 40 mts. de Fondo. Posibilidad de venta por fracción de 8.66 x 40 mts. La propiedad se encuentra ubicada sobre la calle 11 de Septiembre al 300, en el barrio de Ramos Mejía. A metros de la Av. San Martín. Ideal para emprendimiento de Departamentos o Duplex/PH. Posibilidad de tomar menor valor en parte de pago. ",,,,8.66 x 40,,,2,,,,,,,,,,
"Vendo,terreno de 10 x 30 mts, con bases de 7 x 11 mts.servicio de luz y agua.escritura en condominio. barrio cerrado siempre verde.direccion 602 y 22.zona de casa quinta en pleno crecimiento.ppsible financiación y permuta.",,,,10 x 30,,,,,True,,,,,,,True,
"DESARROLLO: """"BELL BUENAVISTA"""" SE VENDE: Lotes en barrio cerrado """"Bell Buenavista"""", calle 135 entre 460 y 464, City Bell, partido de La Plata, provincia de Buenos Aires. El emprendimiento se emplaza sobre una nueva área urbana de City Bell, inserta en una situación de paisaje natural destacado, frente al campo de golf del club Estudiantes de La Plata. Se proponen 28 lotes para vivienda individual y 2 condominios. La estructura de circulación del conjunto comprende el concepto de manzana como criterio de orden y optimización de los espacios, liberando áreas de acceso a los conjuntos de vivienda multifamiliar y espacios del conjunto en relación a las condiciones de paisaje que genera el arroyo Martín como vínculo con el campo de golf. El emprendimiento contara con un portal de acceso (entrada), cerco perimetral, redes internas vial, agua, luz y cloaca con planta de tratamiento. Lotes a la venta hoy: Lote 03 (502.5 m2) = Usd 54.082Lote 04 (502.5 m2) = Usd 54.082 Lote 05 (502.5 m2) = Usd 54.082 Lote 10 (392 m2) = Usd 42.197 Lote 12 (461.5 m2) = Usd 49.674 Lote 13 (461.5 m2) =Usd 49.674. FINANCIAMIENTO: Anticipo del 50% y hasta 37 cuotas. Servicios: Gas, Agua y Electricidad.",calle 135 entre 460 y 464. Lote 03;Lote 05;Lote 10;Lote 12;Lote 13,,,,,club Estudiantes de La Plata,,,True,,,,,,True,,
"TERRENOS EN PRE VENTA VENTA DE TERRENOS EXCELENTE OPORTUNIDAD DE INVERSIÒN. Ubicados a tan solo 45 minutos de CABA y a 5 minutos de la nueva autopista Presidente Perón (Continuación del Camino del Buen Ayre) que conectara directamente Zona Norte con Ezeiza La Plata. PRE VENTA DE LAS PRIMERAS 10 UNIDADADES DISPONIBLES DE 724 mts2 DOCUMENTACION: Escritura al día. Posesión a 12 meses, escritura indivisa. DESCRIPCIONES GENERALES Barrio cerrado VIEDMA CHICO compuesto por 41 unidades funcionales que van desde los 724 a 850 mts2 / Trabajo de agrimensura realizado, lotes amojonados / / Calles internas ( cul de sac ) / / Vigilancia / / Portón automático / / Cerco perimetral y alarma / / Circuito cerrado cámaras seguridad con acceso para cada propietario / / Iluminación LED / / Forestación / INFORMACION DE INTERES Linea de transporte publico a 3 cuadras. Ubicado a 300 metros de Avenida Constituyentes. Ubicado a 10 minutos del centro comercial de Mariano Acosta., Ubicado a 5 minutos del Lago San Francisco y Reserva Parque Los Robles. Ubicado a 5 minutos de la subida de la nueva autopista con fácil acceso.",,,,,,,,,True,,,True,True,,,,
"Se vende! RETASADO IDEAL EMPRENDIMIENTO Amplia propiedad ubicada en la calle San Martin 622, Bernal centro. Medidas: 625 m2 cubiertos Lote de 11.60 x 59 Listo para tomar posesión y escriturar Consulte para más información o para visitar la propiedad",calle San Martin 622,,,11.60 x 59,,,,,,,,,,True,,,
"486 Y 147 LOTEO FINCAS GORINA NUEVO EMPRENDIMIENTO. Lote n°1, de 633 m2 de la manzana 100 . Servicios: luz, agua corriente por la cooperativa Cosego. Luminaria publica, calles con mejorado. Planos Aprobado (municipal y geodesia) UR6. Escritura y posesión inmediata. Fácil acceso a camino General Belgrano y a solo 10 minutos a la ciudad de La Plata. Lotes disponibles 990 m2 1062",Lote n°1,,,,,,,,,,,,,,,,
"Boero Propiedades vende: Lote dentro de barrio cerrado. Nuevo Loteo en La Plata (Calle 131 y 85) A 10 del centro, acceso por asfalto Varias familias ya viviendo y otras en proceso de construcción. FINANCIACIóN EN PESOS con anticipo mínimo y hasta 48 cuotas Vehículos como parte de pago Lotes desde 250 a 330 m2 (promedio de 10 x 30 mts) Lotes ESCRITURABLES. Entrega de posesión inmediata. Lotes dentro de 4 mini barrios cerrados delimitados con alambrado olímpico y portón automático exclusivo para los propietarios.",Calle 131 y,,,10 x 30,,,,,True,,,,,,True,,
"Potosi esquina Colectora calle Mimosas (ex COLPAYO). Medidas y valores: Lotes 12 x 30 mts USD 11.000. Lotes 12 x 25 mts USD 10.000. SE ACEPTA FINANCIACION DEL 50% DEL VALOR Y CUOTAS! ACEPTAMOS PROPUESTAS! NUEVO CONDOMINIO CERRADO. A solo 10’ de la Autopista Pte. Peron con una inmejorable ubicación, tranquilidad y espacios verdes para disfrutar en familia. CONTARA CON: LUZ, SEGURIDAD, CERCO PERIMETRAL, PLAZAS DISTRIBUIDAS EN TODAS LAS MANZANAS. Calles de tosca y mejorado pavimental. LOTES DE 15 x 35. VALORES PREVENTA PRIMERAS 25 UF DE: U$D10.000 (contado). U$D12.000 (financiado). ACEPTAMOS CUOTAS O PROPUESTAS PERSONALIZADAS PARA LA COMODIDAD DE CADA CLIENTE! APTOS PARA ESCRITURAR DE MANERA INMEDIATA.",,,,12 x 25;12 x 30;15 x 35,True,,,,True,,,True,,,True,,
"Lote con construcción en regular estado, apta para oficinas o vivienda a refaccionar.",,,,,,,,,,,,,,,,True,
